Venue name ,VENUE WEB SITE,Friended on FB?,FB url,Frended on IG,IG url,Insta @ handle,LML Venue ID
Bad Decisions Bar,http://www.thebdb.com.au/,TRUE,,TRUE,https://www.instagram.com/baddecisionsbar/,baddecisionsbar,ac2fa0b6-0f7d-4233-a514-262e6c6c113b
Bar Open,https://baropen.com.au,TRUE,,TRUE,https://www.instagram.com/baropenfitzroy/,baropenfitzroy,68524262-c33c-450c-856f-3a7f436fa441
Bendigo Hotel,http://www.bendigohotel.com.au/,TRUE,,TRUE,https://www.instagram.com/bendigohotel/,bendigohotel,2407f3c0-6f4b-4f08-9e15-cb06127dd799
Corner Hotel,http://www.cornerhotel.com/,TRUE,,TRUE,https://www.instagram.com/cornerhotel,cornerhotel,41864adc-ba59-4cd2-a060-beb6e0f377e2
Evelyn Hotel,http://evelynhotel.com.au/,TRUE,,TRUE,https://www.instagram.com/theevelynhotel/,theevelynhotel,840b43b6-b05c-477b-b0d3-275e72aedd73
Gem Bar,http://www.thegembar.com.au/,TRUE,,TRUE,https://www.instagram.com/thegembarau/,thegembarau,63386b32-70ca-4be1-bbd7-0fe5af0b536e
Laundry Bar,http://laundrybar.com.au,TRUE,,TRUE,https://www.instagram.com/thelaundrybar/,thelaundrybar,2f8e1e4b-892c-43ba-a275-ee5a27beb6e3
Lulie Tavern,https://www.lulietavern.com/gig-guide,TRUE,,TRUE,https://www.instagram.com/lulietavern/,lulietavern,e78da30d-c4b0-4bf4-b584-9acf67d445b3
New Guernica,,FALSE,,TRUE,https://www.instagram.com/newguernica/,newguernica,8a85bba3-1b94-4b26-9df0-02f2b63d8806
Night Cat,https://www.thenightcat.com.au/shows,TRUE,,TRUE,https://www.instagram.com/thenightcat_fitzroy/,thenightcat_fitzroy,a7535cc9-de04-4846-99e9-61cd1b02d1b2
Nighthawks Bar,https://nighthawksbar.com.au/,TRUE,,TRUE,https://www.instagram.com/nighthawksbar/,nighthawksbar,2a485a1e-dff0-4571-8cb4-d7ff9ec27404
Odeon Richmond,https://www.odeonrichmond.com.au/experiences,TRUE,,TRUE,https://www.instagram.com/odeonrichmond/,odeonrichmond,5ec762f7-427c-44dd-a432-74cc4894b6a2
The Catfish,http://www.thecatfish.com.au/,TRUE,,TRUE,https://www.instagram.com/the_catfish_fitzroy/,the_catfish_fitzroy,8b134b5a-81f7-441a-84ef-d353296eac4d
the Horn African Cafe,http://thehorncafe.com.au/,TRUE,,FALSE,no insta,,0e9591fc-2b76-4735-8f63-5b105b657eae
the Leadbeater Hotel,http://www.leadbeaterhotel.com.au/,TRUE,,TRUE,https://www.instagram.com/leadbeaterhotel/,leadbeaterhotel,4a8bc8c3-2a03-41e1-9aef-8115e624c1ed
the Old Bar,http://www.theoldbar.com.au/,TRUE,,TRUE,https://www.instagram.com/theoldbar/,theoldbar,d4aeb9fa-a50a-4fb3-b7cd-b312ede051a1
The Peel Hotel,https://www.thepeel.com.au/,TRUE,,TRUE,https://www.instagram.com/thepeelhotel,thepeelhotel,18eab7ae-35b8-430f-aafa-60be628c98e3
The Precinct Hotel,https://precincthotel.com.au/whats-on-live-music/,TRUE,,TRUE,https://www.instagram.com/precinct_hotel/,precinct_hotel,6f6a9001-7c4d-48ad-8480-9ac66c657338
The Punters Club,https://www.facebook.com/puntersclubfitzroy/events,TRUE,,TRUE,https://www.instagram.com/puntersclubfitzroy/,puntersclubfitzroy,6f05d4a9-04d4-437d-b5cf-e2a66b9686af
The Richmond Club Hotel,https://richmondclubhotel.com.au/,TRUE,,TRUE,https://www.instagram.com/richmondclubhotel/,richmondclubhotel,d1814978-b237-4d0b-8941-310511fb19f0
the Workers Club,http://www.theworkersclub.com.au/,TRUE,,TRUE,https://www.instagram.com/theworkersclub/,theworkersclub,e8154d55-0ed5-4842-bfc1-d129fcc8f282
Tote Hotel,https://thetotehotel.com/gig-guide/,TRUE,,TRUE,https://www.instagram.com/thetotehotel/,thetotehotel,0f7d1c80-f3cf-4250-ba14-6ff5fa1a397a
"Tramway Hotel, Fitzroy",http://www.tramwayhotel.com.au/,FALSE,fb isn't available,TRUE,https://www.instagram.com/tramwayhotel,tramwayhotel,a9ecf0ea-ae1a-4de3-9499-4a1d3832f0ae
Abbots Yard,https://www.abbotsyard.com/whats-on,TRUE,,TRUE,https://www.instagram.com/abbots.yard/,abbots.yard,8ee2d58e-d3b5-445a-a12c-088b7899b881
Abbotsford Convent Community & Linen Rooms,https://abbotsfordconvent.com.au/whats-on/,TRUE,,TRUE,https://www.instagram.com/abbotsfordconvent,abbotsfordconvent,52b3c971-a4dd-44ab-a751-3e839d197413
Burnley Brewing,,FALSE,,FALSE,,,a6618018-b0df-49df-a996-59a91183bfbc
The Central Club Hotel ,https://www.facebook.com/centralclubhotel/,TRUE,,FALSE,,,#REF!
Creatures of Habit Bar and Bandroom,https://www.facebook.com/creaturesofhabitbar,TRUE,,TRUE,https://www.instagram.com/creaturesofhabitbar/,creaturesofhabitbar,95c789c1-eb50-4bff-b2e0-5aca613bd2e2
Fitzroy Rainbow Hotel,http://www.therainbow.com.au/,TRUE,,TRUE,https://www.instagram.com/therainbowhotel/,therainbowhotel,232bc449-2f43-4356-b7c7-862198a60cc4
Grace Darling Hotel,http://thegracedarlinghotel.com.au/,TRUE,,TRUE,https://www.instagram.com/thegracedarling/,thegracedarling,e5e26799-1ae9-4196-9cbb-ff70083da58d
House of Plants bar,https://www.houseofplants.co/,FALSE,,FALSE,,,1e1771ad-480a-495d-939c-cbde13a394a9
Kent St,https://www.instagram.com/kentst/?hl=en,FALSE,no fb found,TRUE,https://www.instagram.com/kentst/?hl=en,kentst,460f6e98-95f6-43a4-9ca3-18eaa256bd20
Old Plates Record Bar,https://www.facebook.com/oldplates,TRUE,,TRUE,https://www.instagram.com/oldplatesrecordbar/,oldplatesrecordbar,efcaafa0-cc1e-4cab-bbdc-68cd51e05276
Perseverance Hotel,http://theperseverance.com/,FALSE,,FALSE,,,e5b7e06a-5672-411d-ac66-21f5be83541f
Railway Hotel,https://www.railwayhotelfitzroy.com.au/events-specials,TRUE,,TRUE,https://www.instagram.com/oldplatesrecordbar/,oldplatesrecordbar,c9c90e92-30fc-458e-a566-ef8d21cec26e
the Fitzroy Pinnacle,https://fitzroypinnacle.oztix.com.au/,TRUE,,TRUE,https://www.instagram.com/fitzroypinnacle/,fitzroypinnacle,b0e4a651-49d2-4f60-945c-51d6cabdbea1
the Posty,http://www.theposty.com.au/,FALSE,,FALSE,,,8fdcb132-2dd8-4bf2-8855-43df4888575c
the Prince Patrick Hotel,http://princepatrickhotel.com.au/,TRUE,,TRUE,https://www.instagram.com/p/DFck7HIP9UN/,,8ad51082-ad98-4ecc-b095-f6716a47bd12
the Stone Hotel,http://www.thestonehotel.com.au/,TRUE,,TRUE,https://www.instagram.com/thestonehotel,thestonehotel,11b263ea-cfb1-4bed-8c44-21449c4a4031
Uptown Jazz Cafe,http://www.uptownjazzcafe.com/,TRUE,,TRUE,https://www.instagram.com/uptown_jazz_cafe/,uptown_jazz_cafe,f4878849-c3c0-4947-80ec-05da163bacb5
Yah Yah's,https://www.eventbrite.com.au/o/yah-yahs-28740119359,TRUE,,TRUE,https://www.instagram.com/yahyahsfitzroy/,yahyahsfitzroy,5231a2b0-1699-4778-8a8f-df345e457232
Bodriggy Brew Pub,https://bodriggy.beer/,TRUE,,TRUE,https://www.instagram.com/bodriggybrewingco/,bodriggybrewingco,675066e5-363e-4d97-bbc7-172be0daf651
Dr Morse,https://www.facebook.com/drmorsebar,TRUE,,TRUE,https://www.instagram.com/resident_advisor/,resident_advisor,0134f1ed-f61e-4c41-8edc-3827ade314bc
Long play,https://longplay.net.au/,FALSE,,FALSE,,,7107604a-101a-4386-a9ee-395be0080ec2
Royal Derby Hotel,http://www.royalderbyhotel.com.au/,TRUE,,TRUE,https://www.instagram.com/royalderbyhotel/,royalderbyhotel,c8d21de3-15d8-4ae2-afef-4f187a04fc11
Sugar Glider bar,https://www.sugargliderbar.com,TRUE,,TRUE,https://www.instagram.com/sugargliderbar,sugargliderbar,b9e36f82-78f9-4048-857a-57ac16a32cc5
Terminus Hotel Abbotsford,http://www.theterminushotel.com.au/,TRUE,https://www.facebook.com/TheTerminusHotelAbbotsford,TRUE,https://www.instagram.com/theterminushotel/,theterminushotel,9da2c5e2-4842-4d75-be6f-45421a0d4ed2
"Wheat, Wine and Whisky",https://www.facebook.com/profile.php?id=61555811756791,TRUE,,TRUE,https://www.instagram.com/wheat_winewhisky/,wheat_winewhisky,8f141e23-3fa0-4417-9810-deb3e83acdd6
Avalon the Bar,https://instagram.com/avalonthebar?igshid=YmMyMTA2M2Y=,FALSE,,TRUE,https://www.instagram.com/avalonthebar?igshid=YmMyMTA2M2Y%3D,avalonthebar,5b91748e-26f6-4126-92e1-726b89b9a41e
Baxter's Lot,https://www.facebook.com/baxterslot/,TRUE,https://www.facebook.com/baxterslot/,TRUE,https://www.instagram.com/baxterslive/,baxterslive,bdcfc167-cf3e-41fb-a829-7951e465b361
Bridge Hotel,https://thebridgehotel.com.au/its-on-at-the-bridge/,TRUE,https://www.facebook.com/BridgeHotelMelbourne/,TRUE,https://www.instagram.com/bridgehotel,bridgehotel,b8ab5f04-206e-4bc5-bb92-ea1038075d43
Glamorama Bar,http://www.glamoramabar.com/,TRUE,https://www.facebook.com/glamoramamelb,TRUE,https://www.instagram.com/glamoramabar,glamoramabar,3c1f6c10-ac23-4d2d-8d04-2a44887689f7
Hope St Radio,https://www.hopestradio.community/,FALSE,,TRUE,https://www.instagram.com/hopestradio/,hopestradio,97f1cad0-fbd3-4971-867e-2d5d23af0ed4
Labour in Vain,http://www.labourinvain.com.au/,TRUE,https://www.facebook.com/LabourInVain/,TRUE,https://www.instagram.com/labourinvainhotel,labourinvainhotel,bd439b06-df16-425f-a1ba-271ce5f13621
Mr Boogie Man,https://www.facebook.com/mrboogiemanbar,TRUE,https://www.facebook.com/mrboogiemanbar,TRUE,https://www.instagram.com/mrboogiemanbar/,mrboogiemanbar,0401961d-3e7c-4a0d-8997-c56e0a7620a1
One2Three Bar,https://www.facebook.com/one2threebar/,TRUE,https://www.facebook.com/one2threebar/,TRUE,https://www.instagram.com/one2threebar/,one2threebar,e9987861-2fa9-4ddb-8930-e698ddbb53de
Panacea bar,https://www.instagram.com/panacea_bar/,TRUE,https://www.facebook.com/profile.php?id=61552166472223,TRUE,https://www.instagram.com/panacea_bar/,panacea_bar,95751bed-7f07-4201-8f24-1b39a86fce33
Pink Lemonade,https://pinklemonade.melbourne,TRUE,https://www.facebook.com/PinkLemonadeMelbourne/,TRUE,https://www.instagram.com/pinklemonade.richmond/,pinklemonade.richmond,2fc486af-5120-43e6-9fa9-d4e346cfc6d2
Radio Bar and Cafe,https://www.facebook.com/RadioBar79/,TRUE,https://www.facebook.com/RadioBar79/,FALSE,,,1799e48d-d69b-447e-b021-bde1e3fce9e4
Royal Oak Hotel,http://www.royaloakhotel.co/,FALSE,,TRUE,https://www.instagram.com/royaloakhotel,royaloakhotel,c852825a-424c-40d7-9ba2-caf9fcace026
Runner Up Bar,https://runnerup.net.au/,TRUE,,TRUE,https://www.instagram.com/runnerup.rooftop/,runnerup.rooftop,129638e8-99ef-4d2f-bafd-11e6f5236549
the Fox Hotel 1887,https://thefoxhotel.com.au/,TRUE,,TRUE,https://www.instagram.com/thefoxhotel/,thefoxhotel,07f6400b-fb9c-434a-a83c-19a2f500b4fb
The Open Space,https://www.facebook.com/profile.php?id=100075786043186&sk=events,TRUE,,TRUE,https://www.instagram.com/theopenspace__?fbclid=IwY2xjawK3ngxleHRuA2FlbQIxMABicmlkETFQYjZQQXltU1JPUERsUDhlAR6B8iCcb7hHk7Bf4P3bP8PByOPIkV4ounqlP_vHaoNG4qWOt-1hBaFzuT6e2w_aem_dofmpNIZ8WaafeFiW7BwWw,theopenspace__,8875fc6e-6b4a-4ff3-9761-7ccd6c022838
The Rochester Hotel,https://www.instagram.com/therochey/,FALSE,no fb found,TRUE,https://www.instagram.com/therochey/,therochey,c00bd590-e0e4-41dc-a5de-e58b242bfa91
the Rooks Return,https://www.facebook.com/TheRooksReturn/,TRUE,https://www.facebook.com/TheRooksReturn/,TRUE,https://www.instagram.com/therooksreturn/,therooksreturn,681152c0-2f78-43fe-bfc9-d126d4a6ed7f
the Standard Hotel,https://www.thestandardhotel.com.au/gigs,TRUE,https://www.facebook.com/standardhotelfitzroy,TRUE,https://www.instagram.com/standardhotelfitzroy,standardhotelfitzroy,74baa918-d53c-4e76-a453-872f6b7b575c
Thin Slizzy,https://www.thinslizzy.com/s/instagram,FALSE,no page found,FALSE,no page found,,100c32c5-f61d-4f0b-a920-ea5199edd92d
UBQueer,https://www.ubqueer.com.au/,TRUE,https://www.facebook.com/UBQueer,TRUE,https://www.instagram.com/ubqueer/,ubqueer,80530402-8689-42cb-97df-520ea223bc44
Banff,https://www.banffcafe.com.au/,TRUE,https://www.facebook.com/banffcafestkilda/,TRUE,https://www.instagram.com/thebanffstkilda/?hl=en,thebanffstkilda,6b60b540-5cba-48cb-af97-66fcae066b38
Captain Baxter,https://www.captainbaxter.com.au/whats-on/,TRUE,https://www.facebook.com/CaptainBaxter/,TRUE,https://www.instagram.com/captainbaxterstkilda/,captainbaxterstkilda,56f99c7b-618c-40dc-8b9c-ea8556b5d52d
Claypots Seafood Bar,https://www.facebook.com/claypotsstkilda/,TRUE,https://www.facebook.com/claypotsstkilda/,TRUE,https://www.instagram.com/claypots.st.kilda/,claypots.st.kilda,000b807a-e2bc-4be1-a1d1-0b1842e0108d
Donovans,http://www.donovans.com.au/,TRUE,https://www.facebook.com/donovansstkilda,TRUE,https://www.instagram.com/donovansstkilda,donovansstkilda,8769416c-6de4-47f0-8e20-df384ae8b078
Ellora,https://www.ellora.com.au/live-music,TRUE,,TRUE,https://www.instagram.com/ellorastkilda/,ellorastkilda,d8269190-9ef4-481e-b18f-1c4f20130d0d
Freddie Wimpoles,https://www.freddiewimpoles.com/gig-guide,TRUE,,TRUE,https://www.instagram.com/freddie_wimpoles/,freddie_wimpoles,cdf8ea22-52f2-46f2-96ff-b858cb96a6df
George Lane,https://www.georgelane.com.au/events-1,TRUE,,TRUE,https://www.instagram.com/georgelanestkilda/,georgelanestkilda,c1521aa0-3143-426d-b926-345595b5b20b
Harvey's Sports Bar,https://harveyssportsbar.com.au/whats-on/,TRUE,,TRUE,https://www.instagram.com/harveys_stkilda/,harveys_stkilda,fd6079d1-3f79-4041-b4ef-1297857f2d9c
Hotel Esplanade- The Basement,https://hotelesplanade.com.au/the-basement/,TRUE,,TRUE,https://www.instagram.com/stories/hotelesplanadestkilda/,stories,4c4115a5-f920-4914-87f6-6b32eaed367a
Hotel Esplanade-Gershwin Room,https://hotelesplanade.com.au/gershwin-room/,FALSE,,FALSE,,,79634ab6-a35e-4f1f-9c4f-b9b18746c6f5
Iddy Biddy Bar,https://www.iddybiddy.com.au/whats-on.html,TRUE,,TRUE,https://www.instagram.com/iddybiddybar/,iddybiddybar,6f30a49e-054c-46aa-b597-eb149e6a7902
Inkerman Hotel,https://www.inkermanhotel.com.au/whatson,TRUE,https://www.facebook.com/inkermanhotel,TRUE,https://www.instagram.com/inkermanhotel,inkermanhotel,c9f4d308-02eb-4ed0-9416-1e53b60edcea
Jimmy O'Neill's,https://www.instagram.com/jimmy.oneills/,TRUE,https://www.facebook.com/jimmyoneillsmelbourne,TRUE,https://www.instagram.com/jimmy.oneills/,jimmy.oneills,a9caa567-8ef2-4d54-8e32-bbd8d27a3057
Lost For words,https://www.facebook.com/groups/343773382403705/,FALSE,,FALSE,,,7e2e6ad0-c16d-4a8a-925f-e567af7fa5d6
Loud Mouth,https://www.instagram.com/loudmouthbar/?hl=en,TRUE,https://www.facebook.com/loudmouthbarstkilda,TRUE,https://www.instagram.com/loudmouthbar/?hl=en,loudmouthbar,5515b5c9-ea1d-4fd0-bb8c-96cce9c76e64
Luna park,https://www.lunapark.com.au/,FALSE,,FALSE,,,93cdfa7d-7e28-49d4-97a0-811e55a1f5e8
Lyrebird Lounge,https://www.facebook.com/lyrebirdlounge07/,TRUE,https://www.facebook.com/lyrebirdlounge07/,TRUE,https://www.instagram.com/lyrebirdlounge?fbclid=IwY2xjawK3mUBleHRuA2FlbQIxMABicmlkETE5SE16dDluVnJVZzBqc1p4AR52b9uvjMlVcq4RY9yrPsC6pIKGI3ZW5ABVIl-MJEbQ0OzkOjIkwttXQThlGQ_aem_uzPq0B5ocJuA0DYziNAn8g,lyrebirdlounge,7a709c92-ff93-4902-ad20-4b85f336609a
Memo Music Hall,https://www.memomusichall.com.au/,TRUE,https://www.facebook.com/memomusichall,TRUE,https://www.instagram.com/memomusichall,memomusichall,bb1f84fb-698b-4be6-ab9a-65fd6cc6dcf6
